lat,lng
41.5725,-93.6105
42.3834,-83.1024
31.1289,104.395
37.4513,116.3105
23.7161,90.3961
14.4142,77.715
-23.6858,-46.6228
27.4833,95
6.75,125.35
47.3167,5.0167
54.2333,49.5833
10.35,77.95
38.5158,114.9845
14.655,-16.2314
9.5833,41.8667
-20.1495,-44.9
9.7004,1.68
-6.25,35.75
25.3,51.5333
32.8534,120.3037
51.5139,7.4653
4.05,9.7
-22.23,-54.81
33.9379,-118.1312
51.0493,13.7384
25.2697,55.3094
53.3425,-6.2658
52.508,-2.089
51.4322,6.7611
1.6667,101.45
56.462,-2.9707
-45.8667,170.5
43.3667,128.2333
24.0167,-104.6667
-29.8583,31.025
43.1174,-70.9195
41.3167,19.45
38.5731,68.7864
56.2333,43.45
51.2311,6.7724
-33.0153,27.9116
34.0326,-118.1691
50.77,0.28
43.1039,141.5361
19.6097,-99.06
55.953,-3.189
41.6781,26.5594
40.536,-74.3697
53.5344,-113.4903
3.8,10.1333
51.43,5.5
51.7298,75.3266
10.3059,-67.6321
34.0739,-118.0291
31.8479,-106.4309
15.4,-87.8
8.8858,-64.2611
41.1125,20.0822
0.5167,35.2833
55.8,38.45
46.3167,44.2667
40.6657,-74.1912
22.1879,112.3131
51.4667,46.1167
31.8578,-116.6058
6.4403,7.4942
50.9787,11.0328
49.5964,11.0044
11.3408,77.7172
39.7464,39.4914
39.9097,41.2756
33.1347,-117.0722
14.305,-90.785
60.21,24.66
51.4508,7.0131
44.0563,-123.1173
42.7781,-89.2967
50.7167,-3.5333
39.3301,-84.5409
31.418,73.079
25.8804,80.8
36.0713,-94.166
40.4543,124.0646
44.8353,11.6199
-21.4333,47.0833
43.0235,-83.6922
43.7714,11.2542
1.6142,-75.6117
-27.5933,-48.553
41.4584,15.5519
34.0968,-117.4599
44.2225,12.0408
-26.1847,-58.1758
40.5478,-105.0656
26.1412,-80.1464
41.0886,-85.1437
32.7811,-97.3473
-3.7275,-38.5275
23.0292,113.1056
-20.5389,-47.4008
-23.2817,-46.7425
50.1136,8.6797
8.4833,-13.2331
41.3536,-83.1148
23.175,-102.8675
36.7831,-119.7941
35.1614,138.6764
41.43,140.1106
33.8841,-117.9279
11.5204,7.32
41.8708,123.8917
42.0127,121.6486
30.0533,119.9519
45.1804,124.82
27.9814,116.3577
49.4783,10.9903
-24.6569,25.9086
38.7931,-77.6347
25.8292,114.9336
36.3833,119.75
21.9392,110.8461
-8.89,-36.5
33.7787,-117.9601
32.91,-96.6305
9.3,13.4
12.8705,11.04
24.75,85.0167
37.0667,37.3833
54.5189,18.5319
-38.15,144.35
51.5167,7.1
46.2,6.15
44.4072,8.934
51.0536,3.7253
-33.9667,22.45
6.7833,-58.1667
50.8782,12.0824
43.5293,-5.6773
33.3101,-111.7463
51.0375,-2.2748
4.31,-74.81
55.8609,-4.2514
58.1333,52.65
33.5791,-112.2311
50.2976,18.6766
22.7755,73.6149
-16.6789,-49.2539
31.15,72.6833
-28.0167,153.4
10.2904,11.17
43.5036,124.8088
26.7611,83.3667
0.5411,123.0594
-18.87,-41.97
37.1781,-3.6008
32.6872,-97.0209
42.962,-85.6562
47.0667,15.4333
44.515,-87.9896
36.0956,-79.8269
45.1715,5.7224
53.2204,6.58
10.2261,-67.877
20.6767,-103.3475
22.7528,-102.5078
9.0436,-69.7489
31.6189,113.8229
32.4353,105.8398
23.1288,113.259
20.1383,-75.2061
-25.38,-51.48
-22.8167,-45.2278
10.4739,-66.5383
-23.9936,-46.2564
-23.4667,-46.5333
14.6099,-90.5252
10.4717,-66.5406
-2.1833,-79.8833
43.55,-80.25
25.2667,110.2833
26.5794,106.7078
32.15,74.1833
32.5736,74.0789
17.3333,76.8333
2.7667,32.3056
15.17,77.38
28.45,77.02
12.1704,6.66
26.215,78.1931
-19.458,29.82
40.7833,43.8333
25.5611,-103.4983
51.5339,9.9356
52.3804,4.63
34.5578,135.6061
51.3594,7.475
40.8523,122.7474
32.8,34.9833
20.02,110.32
47.4585,126.9632
41.7733,140.7261
22.0257,88.0583
44.6475,-63.5906
52.0608,8.3597
34.7167,137.7333
53.55,10
43.2567,-79.8692
-37.7833,175.2833
51.6667,7.8167
37.0551,-76.363
34.8992,136.9267
36.6116,114.4894
39.232,117.777
30.25,120.1675
21.0245,105.8412
33.0794,107.026
-17.8292,31.0522
45.75,126.6333
9.56,44.065
43.6644,-72.3866
13.005,76.1028
7.0167,100.4667
37.6328,-122.0772
35.7497,114.2887
31.8639,117.2808
47.3139,130.2775
49.4122,8.71
49.1404,9.218
60.1756,24.9342
35.4446,-88.6531
37.7348,115.686
26.8968,112.5857
29.0989,-110.9542
51.5426,7.219
35.2333,115.4333
25.8696,-80.3046
39.5419,-104.9708
18.616,-68.708
35.2744,136.2597
52.15,9.95
13.83,77.49
35.6714,139.395
35.3231,139.3422
34.3853,132.4553
29.1489,75.7367
36.6,140.65
10.8167,106.6333
-42.8806,147.325
40.8151,111.6629
20.8883,-76.2558
26.0294,-80.1679
48.3336,38.0925
-22.8583,-47.22
15.2667,76.4
29.7863,-95.3889
53.6667,23.8167
24.8047,120.9714
42.9688,126.7388
33.9562,116.789
27.5494,109.9592
32.4831,117.0164
33.58,119.03
-12.7667,15.7333
-12.0667,-75.2167
28.65,121.25
15.36,75.125
53.645,-1.7798
37.25,-6.95
19.3611,-99.3508
23.1115,114.4152
33.696,-118.0025
34.6988,-86.6412
30.8695,120.0958
-9.9294,-76.2397
20.8172,105.3375
7.3964,3.9167
4.4378,-75.2006
0.3628,-78.13
13.9759,44.1709
-14.0667,-75.7333
16.7,74.47
35.4981,140.1156
35.7219,139.9311
35.3728,140.3689
35.9333,36.6333
35.5147,137.8219
7.5304,5.76
34.6919,135.7006
-14.7936,-39.0395
8.2333,124.25
10.7167,122.5667
8.5,4.55
34.0661,132.9978
-5.52,-47.49
35.25,136.7833
-23.0903,-47.2181
38.951,-84.5492
39.7771,-86.1458
22.7206,75.8472
-6.3356,108.319
33.9566,-118.3444
48.7636,11.4261
47.2683,11.3933
-19.4796,-42.52
4.6,101.07
52.0594,1.1556
-20.2141,-70.1524
-3.7333,-73.25
20.6667,-101.35
32.5556,35.85
-7.77,35.69
52.2833,104.3
35.8358,139.3911
33.6772,-117.7738
32.8584,-96.9702
35.4028,139.315
7.9667,3.6
33.6989,73.0369
30.5833,32.2667
37.7667,30.55
41.01,28.9603
-14.7896,-39.28
-26.8996,-48.68
34.7867,135.4056
-23.5917,-48.0531
-23.5489,-46.9342
-23.4864,-46.3486
-23.2642,-47.2992
57,41
37.0333,140.8833
34.1669,132.2197
7.63,4.18
19.3186,-98.8822
56.85,53.2167
23.1667,79.9333
-8.1803,-35.0014
-23.305,-45.9658
43.3237,-88.166
34.7288,-77.3941
28.2769,68.4514
9.6647,80.0167
28.5,53.56
26.9167,75.8667
-6.2146,106.8451
31.3256,75.5792
8.9004,11.36
-1.59,103.61
32.7333,74.85
22.8,86.1833
-23.5278,-46.9028
31.3342,73.4194
25.7333,82.6833
37.7697,-3.7889
-22.2958,-48.5578
-8.1727,113.6873
-13.85,-40.08
40.7161,-74.0682
31.7833,35.2167
46.8081,130.3653
22.5833,113.0833
31.9087,120.2653
36.2481,119.9625
35.229,113.2304
30.7522,120.75
39.8112,98.2862
33.2605,115.3618
43.85,126.55
36.6667,116.9833
38.5168,102.1866
29.2942,117.2036
29.1046,119.6494
41.03,113.08
41.1144,121.1292
29.7048,116.0021
44.1447,125.8443
18.8833,-99.1667
45.2937,130.965
26.2918,73.0168
-26.2044,28.0416
1.4556,103.7611
41.5189,-88.1499
6.0522,121.0022
9.9333,8.8833
-7.0833,-34.8333
-15.4908,-70.1269
-23.1864,-46.8842
9.9833,122.8167
34.5328,69.1658
-14.4333,28.45
34.7333,135.5833
-18.35,29.9167
10.5231,7.4403
23.7147,103.2585
35.3989,136.8486
54.7167,20.5
51.757,18.083
37.95,23.7
54.5333,36.2667
35.7769,140.0008
30.7258,72.6447
0.3136,32.5811
50.0833,45.4
11.1304,2.94
7.297,80.6385
10.39,-9.31
12,8.5167
39.1239,-94.5541
56.2,95.7
22.6167,120.3
14.152,-16.0726
24.86,67.01
35.8327,50.9915
37.1833,33.2167
45.5928,84.8711
34.9833,137
49.0167,8.4
35.8544,139.9689
15.45,36.4
51.3158,9.4979
33.6108,130.4806
35.25,136.9667
35.9753,139.7525
31.1167,74.45
27.7167,85.3667
50.25,19
12.9908,7.6017
54.9,23.9333
35.9177,139.4911
35.8078,139.7242
33.6,130.8153
38.7333,35.4833
55.7908,49.1144
46.9074,19.6917
-7.8166,112.0119
25.1283,121.7419
49.8881,-119.4956
55.3333,86.0667
-3.9675,122.5947
34.25,-6.5833
45.3386,36.4681
48.4833,135.0667
17.25,80.15
28.6471,70.662
22.3302,87.3237
15.6031,32.5265
46.6333,32.6
55.8892,37.445
14.0649,100.6447
16.4297,102.8297
30.4333,48.1833
22.8167,89.55
27.8,66.6167
54.3233,10.1394
50.8725,20.6319
-1.9536,30.0606
-4.8833,29.6333
31.0754,-97.7296
-28.7386,24.7586
10.06,-12.87
17.9714,-76.7931
35.4667,44.4
54.0833,34.3
35.3761,139.9169
43.91,42.72
-0.1,34.75
43.4186,-80.4728
-12.8208,28.2119
3.0333,101.45
-26.8667,26.6667
2.0383,103.3179
41.3188,-93.1024
50.3597,7.5978
9.9667,76.2833
33.5869,71.4414
35.7108,139.4622
55.0833,38.7833
59.73,30.65
35.2833,136.9167
37.8714,32.4847
41.7646,86.1527
6.5,124.85
35.8911,139.7908
57.7667,40.9333
54.1903,16.1817
30.47,70.9644
5.975,116.0725
25.18,75.83
56.3606,41.3197
6.91,0.6281
44.0142,20.9394
45.0333,38.9833
56.0167,92.8667
51.3333,6.5667
49.0775,33.4239
23.4,88.5
-27.6456,27.2317
47.9086,33.3433
3.1478,101.6953
5.3303,103.1408
3.8167,103.3333
1.5397,110.3542
23.73,86.85
36.1472,139.3886
42.1403,21.7136
6.6833,-1.6167
4.6333,9.45
25.0433,102.7061
-10.1633,123.5778
34.2492,132.5658
55.4408,65.3411
51.7372,36.1872
36.6206,138.5961
35.0622,136.6839
44.4196,84.9012
-18.9167,29.9833
51.7167,94.45
39.4242,29.9833
15.7631,-86.797
-16.4942,-68.1475
24.1422,-110.3108
-34.9333,-57.95
-29.4131,-66.8558
18.417,-68.9666
-29.9027,-71.252
19.2242,-70.5283
37.8919,-122.1189
8.4904,8.52
6.45,3.4
5.03,118.34
31.5497,74.3436
36.1833,117.6667
36.9758,120.7136
39.6977,-105.1168
18.3,99.5
34.7247,-80.7801
39.5196,116.7006
42.7142,-84.5601
36.0617,103.8318
18.2,120.6
32.3849,111.6695
27.5629,-99.4875
27.56,68.2264
28.1272,-15.4314
20.9667,-76.95
36.2333,-115.2654
41.4676,12.9037
46.5333,6.6333
49.49,0.1
48.0077,0.1984
53.7997,-1.5492
51.2101,16.1619
52.6333,-1.1333
51.35,12.3833
26.4179,112.8457
27.6858,111.4279
29.5854,103.7575
51.0333,6.9833
12.4333,-86.8833
42.5989,-5.5669
24.9211,102.4778
36.45,115.9833
41.2643,123.1772
0.3901,9.4544
24.4935,110.3902
-13.3,35.2456
50.6278,3.0583
-13.9833,33.7833
-12.05,-77.0333
-22.5647,-47.4017
45.8353,1.2625
33.5935,-86.1371
36.0812,111.5087
28.8523,121.1409
-19.39,-40.05
43.5171,118.0333
48.3,14.2833
52.6167,39.6
2.2604,32.89
38.7452,-9.1604
34.7256,-92.3576
24.3181,109.4069
53.4,-2.9833
-17.85,25.8667
50.625,5.5907
46.05,14.5167
-12.37,13.5412
42.4704,-2.43
-3.9906,-79.205
42.9836,-81.2497
51.5072,-0.1275
-23.3,-51.18
30.3608,-89.165
10.3686,105.4234
47.3404,123.18
42.77,129.4197
25.0881,117.0244
34.1139,-118.4068
25.7835,-108.9937
10.3411,-67.0406
27.7378,111.9974
15.6167,-16.2167
38.1663,-85.6485
41.2921,-87.4184
-41.2167,174.9167
-8.8383,13.2344
-13.1333,28.4
-14.9167,13.5
33.5659,-101.8878
51.2333,22.5667
13.9333,121.6167
49.4811,8.4353
33.583,114.0109
34.6587,112.4245
-15.4167,28.2833
51.8783,-0.4147
25.6969,32.6422
28.8918,105.4409
45.76,4.84
55.6814,37.8939
39.6385,22.4131
53.8697,10.6864
50.853,5.677
15.2167,120.5833
0.033,-51.0653
-22.38,-41.79
-9.6658,-35.735
-3.2667,-79.9667
31.1817,115.0189
35.5486,139.4467
13.55,78.5
22.7,88.45
34.7114,-86.7626
-7.63,111.5231
40.4189,-3.6919
9.9197,78.1194
9.23,-74.74
52.1278,11.6292
-7.4706,110.2178
53.3833,59.0333
-15.67,46.345
11.8333,13.15
50,8.2711
42.9833,47.4833
7.73,8.53
3.7521,8.7737
-7.98,112.62
38.3554,38.3337
55.5932,13.0214
14.8433,120.8114
1.4931,124.8413
12.15,-86.2667
26.2167,50.5831
-3.1,-60.0167
36.5333,37.95
53.4794,-2.2453
41.7753,-72.5242
21.9769,96.0869
32.5861,73.4917
24.03,75.08
12.5242,76.8958
14.5958,120.9772
38.6131,27.4258
5.06,-75.52
49.4878,8.4661
-0.95,-80.7162
20.3397,-77.1086
19.0522,-104.3158
-26.4833,31.3667
21.6618,110.9178
-25.9153,32.5764
-5.3689,-49.1178
10.6333,-71.6333
10.2469,-67.5958
13.5,7.1
38.4167,45.7667
36.5114,-4.8834
34.1958,72.0447
-23.4095,-51.93
10.5823,14.3275
43.2964,5.37
-3.4135,114.8365
-22.2139,-49.9458
11.9667,-86.1
-29.31,27.48
36.3069,59.6042
25.533,-103.25
23.0494,-81.5736
-8.5833,116.1167
41.54,2.45
27.4833,77.6833
-25.9667,32.4667
35.7878,139.9031
9.7457,-63.1832
-23.6678,-46.4608
16.4847,97.6258
-23.8597,35.3472
44.6,40.0833
23.22,-106.42
52.05,29.2333
-8.9,33.45
21.4225,39.8261
3.6667,98.6667
6.2447,-75.5748
2.1889,102.2511
-37.8136,144.9631
27.5435,-82.5607
-32.8833,-68.8333
-34.65,-59.4333
36.8,34.6167
33.4017,-111.718
32.7623,-96.5889
38.1833,15.55
29.9977,-90.178
19.2511,-99.6047
-5.1167,105.3
49.1203,6.1778
32.6633,-115.4678
14.7333,120.95
53.6833,88.05
25.7839,-80.2102
31.4669,104.7385
55.05,60.1
-31.4939,25.0172
54.5767,-1.2355
-2.1347,-79.5872
45.4669,9.19
43.0642,-87.9673
17.9833,-94.55
34.7717,72.36
9.6139,6.5569
44.9635,-93.2678
53.9022,27.5618
25.9773,-80.3351
4.4028,113.9933
25.5269,69.0111
35.8303,139.8725
48.1,20.7833
30.6783,-88.1162
44.6458,10.9257
37.6374,-121.0028
51.4592,6.6197
2.0408,45.3425
-7.4722,112.4336
-4.05,39.6667
26.9103,-101.4222
6.3106,-10.8047
25.6667,-100.3
8.76,-75.8856
-16.7322,-43.8636
-34.8667,-56.1667
41.5399,-74.2073
43.6119,3.8772
22.1083,95.1358
45.5836,9.2736
14.49,-4.18
6.7804,79.88
19.7683,-101.1894
33.9244,-117.2045
-6.8242,37.6633
55.7558,37.6178
-3.3349,37.3404
-5.19,-37.34
43.3494,17.8125
8.5667,16.0833
10.2686,13.267
44.5861,129.5997
-12.5546,28.2604
47.75,7.34
30.1978,71.4711
48.1372,11.5755
37.9866,-1.1415
31.802,74.255
68.9667,33.0833
55.5725,42.0514
-1.5069,33.8042
-18.9728,32.6694
30.0703,71.1933
29.4708,77.7033
26.12,85.3833
-2.5167,32.9
21.4618,95.3914
55.9167,37.7333
36.7167,-4.4167
36.2675,2.75
20.97,-89.62
51.2,6.4333
51.4283,6.8789
51.9625,7.6256
35.1667,-2.9333
10.2167,123.75
34.9267,135.6956
35.8561,139.9025
35.1167,136.9333
-1.2864,36.8172
67.7504,77.52
13.8194,100.0581
14.9736,102.0831
8.4333,99.9667
-0.2833,36.0667
43.4833,43.6167
17.05,79.27
40.9953,71.6725
-15.1167,39.2667
50.4667,4.8667
28.6842,115.8872
30.7991,106.0784
48.6936,6.1846
32.05,118.7667
22.8192,108.315
47.2181,-1.5528
31.9829,120.8873
23.9167,120.6833
32.9987,112.5292
41.7483,-88.1657
40.8333,14.25
35.6808,140.0267
35.7833,140.3167
23.9,90.7167
36.1715,-86.7843
-5.795,-35.2089
26.2442,68.41
37.9125,28.3206
43.2167,44.7667
-12.9683,28.6337
56.0833,54.25
61.1,72.6
7.2111,79.8386
48.48,124.8738
29.5872,105.0635
2.9275,-75.2875
-25.4745,30.9703
32.3328,34.86
51.2003,6.6939
44.6333,41.9333
28.7,77.2
41.3112,-72.9246
30.0687,-89.9288
40.6943,-73.9249
39.6776,-75.7573
-32.9167,151.75
37.1051,-76.5185
51.5833,-3
19.4,-98.9889
7.3214,13.5839
12.8804,10.45
12.25,109.1833
13.5086,2.1111
43.7034,7.2663
19.5833,-99.3667
37.9161,139.0364
33.9603,133.2834
35.7933,139.5653
29.875,121.5492
34.8667,137.0667
-22.8833,-43.1036
55.6333,51.8167
60.9389,76.595
56.3269,44.0075
57.9167,59.9667
4.95,9.9167
32.5822,131.665
35.955,139.8747
31.3624,-110.9336
64.4833,91.2333
13.8667,100.5167
42.1163,-71.3295
69.3333,88.2167
35.2335,-97.3471
36.288,-115.0901
41.4895,-93.6913
52.63,1.297
52.95,-1.15
18.0783,-15.9744
-22.26,-42.54
45.45,8.6167
45.2644,19.8317
-29.7096,-51.14
56.1167,47.5
47.4222,40.0939
53.75,87.1167
54.0333,38.2667
44.7167,37.7667
55.0333,82.9167
51.2067,58.3281
6.8567,7.3958
42.4647,59.6022
49.4528,11.0778
47.95,21.7167
43.838,4.361
35.2256,-89.5372
17.0833,-96.75
51.4699,6.8514
55.1,36.6167
40.6328,-73.6364
55.4004,10.3833
46.4775,30.7326
55.6733,37.2733
30.81,73.4597
34.95,137.1667
35.4676,-97.5136
54.4772,53.4895
38.8832,-94.8198
53.1439,8.2139
53.5444,-2.1169
-8,-34.85
