lat,lng
14.8333,120.2833
53.78,20.4942
41.2627,-96.0522
54.9667,73.3833
7.0904,4.84
15.5,80.05
6.1667,6.7833
40.771,-82.6105
50.6722,17.9253
47.0722,21.9211
33.8038,-117.8218
40.9833,37.8833
18.85,-97.1
28.4772,-81.3369
47.9025,1.909
54.5092,30.4258
51.2145,58.5441
-17.9667,-67.1167
52.9686,36.0694
-23.5328,-46.7919
43.9,-78.85
59.9111,10.7528
37.075,36.25
52.2789,8.0431
-40.5667,-73.15
43.1833,141
45.4247,-75.695
7.1904,8.13
12.3572,-1.5353
65.0142,25.4719
38.887,-94.687
43.3634,-5.8423
5.4833,7.0333
7.2004,5.59
51.7519,-1.2578
34.1963,-119.1815
36.3147,139.8003
7.8333,3.9333
-33.7242,18.9558
20.1,-98.75
-0.9556,100.3606
51.7167,8.7667
45.4064,11.8778
7.8333,123.4333
13.9125,100.4978
21.332,95.0866
30.35,73.4
-2.9833,104.7644
38.1157,13.3613
20.2139,-75.9919
39.5667,2.6497
-10.2128,-48.3603
34.5944,-118.1057
10.16,-67.5582
-0.895,119.8594
42.8167,-1.65
39.7558,-121.6063
9.34,2.62
5.8667,-55.1667
-25.5279,-48.5345
19.2704,76.76
48.8566,2.3522
44.8015,10.328
-2.91,-41.77
39.1552,-76.5537
-28.25,-52.42
1.2136,-77.2811
-7.6406,112.9065
40.9147,-74.1624
16.7667,94.7333
-6.7415,111.0347
25.61,85.1414
52.3156,76.9564
48.52,35.87
-0.2244,100.6325
-6.8883,109.6753
-31.75,-52.33
-12.9667,40.5167
26.0128,-80.3382
53.2,45
40.752,-89.6153
4.8104,-75.68
58.0139,56.2489
42.6986,2.8956
-31.9522,115.8589
43.1121,12.3888
56.9167,59.95
42.4643,14.2142
34,71.5
3.1073,101.6067
52.5833,-0.25
-9.38,-40.51
54.8622,69.1408
61.7833,34.35
-22.505,-43.1789
48.895,8.705
-23.9333,31.1167
40.0077,-75.1339
16.8158,100.2636
33.5722,-112.0891
13.659,100.5329
28.7,-100.5231
-29.5833,30.4167
-22.9239,-45.4617
33.735,113.2999
35.5412,106.6819
22.6761,120.4942
27.6333,113.85
52.1228,26.095
-22.725,-47.6489
40.4396,-79.9762
-5.2008,-80.6253
41.6757,-88.5294
43.4078,24.6203
42.1433,24.7489
50.3714,-4.1422
42.4397,19.2661
55.4297,37.5444
28.2097,83.9853
49.5744,34.5686
34.0585,-117.7626
18.012,-66.6198
-25.09,-50.16
-0.0206,109.3414
50.7167,-1.9833
21.6425,69.6047
11.6667,92.75
-33.9581,25.6
4.75,7
-20.1667,57.5
-9.4789,147.1494
31.25,32.2833
27.8911,-97.3284
17.9667,-76.8667
-30.0328,-51.23
41.1495,-8.6108
-1.0544,-80.4544
50.8058,-1.0872
-27.3667,-55.8969
-26.715,27.1033
-19.5833,-65.75
52.4,13.0667
-22.22,-45.94
-23.5286,-46.345
-3.4328,104.2356
-24.0058,-46.4028
43.8808,11.0966
-22.1258,-51.3889
53.759,-2.699
-25.7464,28.1881
-7.75,113.2167
53.8833,86.7167
41.7033,-111.8121
40.2457,-111.6457
57.8167,28.3333
-8.3833,-74.55
19.0333,-98.1833
38.2705,-104.6112
10.4667,-68.0167
-41.4718,-72.9396
19.7902,-70.6902
9.75,118.75
20.6667,-105.2667
18.5196,73.8553
-15.8433,-70.0236
-53.1627,-70.9081
11.7167,-70.1833
29.7204,113.88
19.8,85.8167
35.7639,115.03
44.0333,43.05
18.8165,95.2114
46.0708,18.2331
-16.4296,-39.08
35.4394,51.5689
36.1167,120.4
23.6842,113.0507
39.9398,119.5881
21.95,108.6167
47.3398,123.9512
34.6461,50.8789
53.2144,63.6246
24.9139,118.5858
-31.9,26.8833
-17.8764,36.8872
38.7566,-9.2545
20.5875,-100.3928
30.192,67.007
14.8333,-91.5167
-1.0333,-79.45
-0.2186,-78.5097
25.5102,103.8029
13.188,32.7437
34.0253,-6.8361
51.4036,21.1567
21.2379,81.6337
35.8325,-78.6435
32.0833,34.8167
-34.1654,-70.7398
34.1248,-117.5666
16.8,96.15
25.75,89.25
37.2833,49.6
22.2492,84.8828
44.4178,12.1994
33.6007,73.0679
12.6742,101.2789
51.4542,-0.9731
-8.0539,-34.8808
51.6167,7.2
50.4547,-104.6067
49.2628,4.0347
51.1906,7.2247
48.1147,-1.6794
39.5497,-119.8483
-22.4689,-44.4469
-27.4514,-58.9867
48.4833,9.2167
64.1475,-21.935
26.0922,-98.2778
34.1174,-117.3894
-23.7108,-46.4128
-21.1783,-47.8067
32.9717,-96.7093
42.8094,-82.7518
56.9475,24.1069
45.3297,14.4322
44.0594,12.5683
-9.9781,-67.8117
-22.4108,-47.5608
-32.0495,-52.12
-1.6743,-78.6483
22.71,88.35
41.831,-87.8169
50.6197,26.2514
24.65,46.71
35.4164,119.4331
42.6866,-83.1198
42.2597,-89.0641
28.9,76.5667
41.8931,12.4828
-16.4695,-54.64
26.2312,104.0966
-32.9575,-60.6394
42.5074,-82.9369
54.0833,12.1333
53.43,-1.357
51.92,4.48
49.4428,1.0886
51.5167,81.2
43.8475,25.9544
-25.65,27.24
54.6167,39.7167
58.05,38.8333
50.0833,18.5
49.2333,7
41.5483,2.1075
38.5667,-121.4683
33.2667,130.3
35.5667,139.3667
25.88,86.6
30.6706,73.1064
53.4541,-2.7461
59.95,30.3167
35.8617,139.6453
35.3308,139.2189
38.9144,139.8364
35.7239,140.2239
20.5703,-101.1972
40.9667,-5.6639
53.3667,55.9333
44.9231,-123.0246
40.6806,14.7597
52.7842,27.5425
36.6884,-121.6317
40.7777,-111.9306
-24.7883,-65.4106
25.4333,-101
-31.3883,-57.9606
-12.9708,-38.5108
47.7972,13.0477
52.1503,10.3593
53.1833,50.1167
-0.5022,117.1536
39.6542,66.9597
21.4704,83.9701
28.58,78.55
41.2867,36.33
13.6004,100.5964
29.4658,-98.5253
34.1417,-117.2946
-33.6,-70.7
18.416,-70.109
7.7682,-72.2322
32.8312,-117.1225
15.0333,120.6833
37.7562,-122.443
37.3019,-121.8486
9.9333,-84.0833
-31.5375,-68.5364
18.4037,-66.0636
-25.3431,-57.5094
22.1511,-100.9761
32.4767,-114.7625
-33.2994,-66.3392
14.0667,121.3167
15.5,-88.0333
14.3583,121.0583
-34.6175,-68.3356
13.6989,-89.1914
35.3097,46.9989
21.9339,-79.4439
5.8388,118.1173
34.7736,111.195
26.2658,117.6302
13.9833,-89.5333
33.7366,-117.8819
21.1406,-100.0619
22.4067,-79.9531
37.3645,-121.968
34.4175,-118.4964
14.1167,121.2833
-31.6333,-60.7
-29.6833,-53.8
11.2361,-74.2017
14.3167,121.1167
38.4458,-122.7067
43.4667,-3.8
-2.4431,-54.7083
-33.45,-70.6667
19.5,-70.67
16.6833,121.55
-23.6572,-46.5333
18.4764,-69.8933
-23.9608,-46.3339
5.8904,5.68
36.2497,46.2733
43.8667,18.4167
54.1833,45.1833
56.4667,53.8
51.5333,46
32.0836,72.6711
9.15,18.3833
52.1333,-106.6833
40.7267,8.5592
47.79,22.89
33.2257,-96.9082
34.5036,135.5556
33.6872,-111.8651
47.6211,-122.3244
4.9433,-1.704
-6.9667,110.4167
50.4111,80.2275
-6.12,106.1503
2.7297,101.9381
56.3,38.1333
54.9167,37.4
-19.4496,-44.25
35.2167,137.0833
38.5243,-8.8926
64.5667,39.85
56.6,84.85
37.3828,-5.9731
3.0833,101.5333
36.8622,114.502
47.7,40.2333
31.1667,121.4667
34.4504,115.65
28.4419,117.9633
24.8011,113.5927
27.3417,117.4869
30,120.5833
32.9387,119.8404
25.3575,55.3919
30.32,112.23
53.3833,-1.4667
31.7083,74
41.8039,123.4258
45.4,-71.9
44.3,86.0333
26.72,88.42
25.5744,91.8789
31.1033,77.1722
13.9304,75.56
-3.6619,33.4231
32.6351,110.7755
39.2333,106.769
32.4656,-93.7956
45.3503,126.28
46.6388,131.1545
42.3,69.6
13.1744,100.9306
45.8,24.15
2.3,111.8167
50.8756,8.0167
37.8417,41.9458
11.3167,-5.6667
24.7904,92.79
34.2663,-118.749
9.2994,-75.3958
1.3,103.8
-8.1152,115.0944
0.9,108.9833
43.5397,-96.732
29.4904,75.03
39.75,37.0167
41.9833,21.4333
51.51,-0.59
54.7828,32.0453
-3.6861,-40.3497
43.5853,39.7203
42.6975,23.3241
5.72,-72.94
8.9833,1.1333
13.0622,5.2339
10.92,-74.77
59.6333,56.7667
51.1667,7.0833
-10.6833,35.65
-23.5019,-47.4578
-0.8667,131.25
50.3,19.1667
41.6767,-86.2696
50.9,-1.4
17.9961,-76.9547
43.51,16.45
47.6671,-117.433
36.0987,-115.2619
40.6994,-74.3253
-26.2547,28.4428
41.1035,-73.5583
42.4247,25.6256
51.2981,37.835
58.9701,5.7333
45.05,41.9833
42.5809,-83.0305
53.6333,55.95
59.3294,18.0686
53.4083,-2.1494
37.9765,-121.3109
48.5833,7.7458
48.7761,9.1775
47.6514,26.2556
-19.0431,-65.2592
46.49,-81.01
29.9667,32.5333
46.6384,126.9808
30.5098,105.5737
-6.9197,106.9272
27.6995,68.8673
-4.9,-80.7
-22.8219,-47.2669
50.9068,34.7992
54.9061,-1.3811
5.65,100.48
32.7974,-96.5577
36.1785,-115.049
-7.2458,112.7378
-7.5667,110.8167
9.1397,99.3306
61.25,73.4333
31.2,16.6
52.563,-1.822
33.6333,116.9683
34.8822,136.5842
51.56,-1.78
-33.865,151.2094
61.6667,50.8167
41.4226,-85.7492
53.1667,48.4667
53.4247,14.5553
46.25,20.1667
47.2,18.4167
-22.0178,-47.8908
-2.53,-44.3028
-23.5504,-46.6339
-23.9633,-46.3922
-5.0167,32.8
35.6939,139.4194
11.2444,125.0039
-18.0556,-70.2483
47.2431,-122.4531
47.2333,38.9
7.4478,125.8078
24.15,120.6667
22.9833,120.1833
25.0478,121.5319
4.85,100.7333
22.7583,121.1444
37.8733,112.5425
28.6583,121.4221
35.3328,137.1322
42.6504,141.55
-4.5833,-81.2667
-35.455,-71.67
-36.7145,-73.1141
10.25,123.8333
30.4551,-84.2526
59.4372,24.745
34.4919,133.9458
9.4075,-0.8533
52.7167,41.4333
27.9942,-82.4451
61.4981,23.7608
22.2553,-97.8686
-37.3167,-59.1333
-5.0667,39.1
-6.1783,106.6319
35.7847,-5.8125
39.6292,118.1742
14.9,-92.2667
40.4181,17.2408
42.8833,71.3667
-21.5317,-64.7311
41.1187,1.2453
36.9167,34.9
58.38,26.7225
41.3,69.2667
-7.3333,108.2
-23.0333,-45.55
20.7833,96.9667
-37.6858,176.1667
4.2981,117.8831
41.7225,44.7925
3.3283,99.1625
-6.8667,109.1333
14.0942,-87.2067
18.4617,-97.3928
5.6667,-0.0167
33.3881,-111.9318
-38.7399,-72.5901
21.5083,-104.8931
-5.0949,-42.8042
37.2242,67.2783
0.7833,127.3667
42.5667,12.65
-16.1579,33.5898
19.52,-98.88
-17.87,-41.5
19.8075,105.7764
52.08,4.27
40.6333,22.95
8.5,76.8997
14.7833,-16.9167
39.9197,-104.9438
34.1914,-118.8755
21.6,105.85
39.1467,117.2056
46.9804,128.045
42.2841,123.8365
32.525,-117.0333
-5.115,-42.845
41.33,19.82
13.65,79.42
19.5367,-99.1947
20.6167,-103.3167
-18.1492,49.4023
40.3097,36.5542
35.7994,139.4689
35.6897,139.6922
10.3833,123.65
41.6639,-83.5822
19.2925,-99.6569
53.5167,49.4167
39.9895,-74.1654
56.4886,84.9522
16.0894,-93.7514
34.9057,108.9422
43.6172,122.264
26.1505,75.79
39.0346,-95.6955
43.7417,-79.3733
33.8346,-118.3417
25.5394,-103.4486
35.5011,134.235
43.1258,5.9306
43.6045,1.444
47.2436,0.6892
-19.2564,146.8183
34.7667,137.3833
34.8268,137.3759
35.0833,137.1567
41.005,39.7225
-43.2533,-65.3094
46.0667,11.1167
49.7567,6.6414
45.6361,13.8042
8.5667,81.2333
32.8752,13.1875
63.44,10.4
-8.1119,-79.0289
36.0667,140.2
32.1545,-110.8782
17.6167,121.7167
54.2,37.6167
20.0833,-98.3667
36.1284,-95.9042
4.0904,-76.21
-3.5667,-80.45
36.8008,10.18
5.5403,-73.3614
38.5,27.7
45.0667,7.7
60.4517,22.27
10.2283,-67.4753
44.5381,18.6761
56.8578,35.9219
50.1667,19
57.15,65.5333
35.5667,-5.3667
39.1,63.5667
33.9517,131.2467
-19.7478,-47.9319
-18.9189,-48.2769
15.2281,104.8594
17.4164,102.75
36.4019,138.2492
54.7333,55.9667
-33.75,25.4
34.8808,135.7794
23.1828,75.7772
63.5667,53.7
47.9203,106.9172
48.3984,9.9916
54.3167,48.3667
5.5333,7.4833
59.8601,17.64
15.9761,120.5711
19.4208,-102.0628
-29.755,-57.0878
43.8,131.95
52.1003,5.12
5.008,7.85
48.6239,22.295
22.3,73.2
-39.8142,-73.2459
39.4667,-0.375
10.1667,-68
41.652,-4.7286
10.4603,-73.2597
38.1133,-122.2358
38.5019,43.4167
40.8128,44.4883
49.25,-123.1
45.6366,-122.5967
-26.6992,27.8356
43.2078,27.9169
58.521,31.2758
45.4397,12.3319
19.1903,-96.1533
-26.6736,27.9319
45.4386,10.9928
45.55,11.55
48.4283,-123.3647
23.5239,77.8061
48.2083,16.3731
17.9667,102.6
42.2358,-8.7267
30.0419,72.3528
-20.3364,-40.2936
17.9892,-92.9281
4.1425,-73.6294
45.7667,4.8803
54.6833,25.2833
18.6733,105.6922
36.7335,-76.0435
36.3276,-119.3269
-20.324,-40.366
18.1167,83.4167
43.0167,44.65
56.1333,40.4167
43.1167,131.9
47.5167,42.15
48.7,44.4833
59.2167,39.9
-22.5196,-44.095
48.7833,44.7667
51.6717,39.2106
-27.7694,30.7914
-15.65,-56.14
-23.2108,-46.8278
59.6173,16.5422
31.5598,-97.1881
-36.849,174.543
52.58,-1.98
17.9756,79.6011
42.4934,-83.027
5.5167,5.75
52.2167,21.0333
40.7049,-89.4346
41.5583,-73.0361
43.4667,-80.5167
51.655,-0.3957
36.7167,119.1
37.5,122.1
34.4996,109.4684
-27.9831,26.7208
-41.2889,174.7772
19.6167,110.75
27.9991,120.6561
52.519,-1.995
34.0555,-117.9112
40.6024,-112.0008
40.6889,-112.0115
33.7523,-117.9938
33.9072,-98.5291
37.6896,-97.3442
50.0825,8.24
-22.57,17.0836
38.5417,-122.8086
49.8844,-97.1464
51.4333,7.3333
52.4231,10.7872
-34.4331,150.8831
52.5833,-2.1333
-33.645,19.4436
52.192,-2.22
40.1899,-75.3522
30.5872,114.2881
31.334,118.3622
51.2667,7.1833
37.9278,102.6329
31.5667,120.2833
29.8518,115.5539
23.4833,111.3167
49.7944,9.9294
19.54,-96.9275
24.4797,118.0819
30.3833,113.4
34.35,108.7167
27.8983,102.2706
19.417,-97
37.0659,114.4753
25.091,104.9011
36.6239,101.7787
34.5906,119.1801
35.91,117.78
32.1264,114.0672
38.4178,112.7233
30.9475,118.7518
35.7225,140.0997
34.8667,138.3167
49.2842,120.7283
33.3936,120.1339
21.8556,111.9627
24.9167,121.15
32.3912,119.4363
42.9044,129.5067
37.3997,121.2664
34.6269,135.6008
3.8578,11.5181
57.6167,39.85
31.8972,54.3678
56.8356,60.6128
52.6167,38.4667
20.4583,94.8732
40.1814,44.5144
45.2,33.3583
28.7596,104.64
27.8041,114.383
30.388,111.4505
38.4795,106.2254
24.1876,113.4042
40.6653,122.2297
32.2381,119.8133
26.4103,112.3913
-7.8014,110.3644
34.9667,136.6167
35.4281,133.3311
40.9466,-73.8674
53.9583,-1.0803
37.6804,112.73
22.6293,110.1507
35.0304,110.998
31.3867,120.9766
44.8249,126.5451
30.0372,121.1546
50.3,18.7833
22.7736,-102.5736
45.8,15.95
48.0033,122.7365
35.4886,139.4075
19.9833,-102.2833
-6.1667,39.2
32.1287,112.7581
34.8667,117.55
20.7167,-103.4
41.6483,-0.883
11.0667,7.7
44.2039,17.9078
40.8108,114.8811
24.5093,117.6612
21.1967,110.4031
46.0635,125.9773
23.047,112.465
27.3328,103.7144
32.2109,119.4551
22.5333,113.35
33.625,114.6418
22.2769,113.5678
29.7169,120.2314
55.6011,38.1161
32.9773,114.0253
39.4887,115.9918
27.8407,113.1469
50.2544,28.6578
29.3498,104.7645
12.5833,-16.2667
13.8,8.9833
55.1667,59.6667
41.4304,31.78
27.705,106.9336
52.524,6.097
41.1597,27.8028
40.5489,34.9533
49.95,82.6167
43.825,87.6
