-8.957945741713047028e-03,1.947516389191150665e-02,2.169364131987094879e-02,-6.003866437822580338e-04,3.943991905543953180e-04,-5.562138184905052185e-02,9.728814475238323212e-03,4.570952057838439941e-02,6.114649586379528046e-03,5.414031818509101868e-02,-1.862866990268230438e-02,5.481333937495946884e-03,-1.235023811459541321e-01,-1.099674031138420105e-02
-9.143588133156299591e-03,2.751228772103786469e-02,-5.345395579934120178e-02,-1.693592494120821357e-04,-2.540164859965443611e-03,-1.564005389809608459e-02,6.214888766407966614e-03,-5.050605628639459610e-03,-2.523251343518495560e-03,-3.077458776533603668e-02,5.555503303185105324e-04,-4.721441306173801422e-03,3.695832798257470131e-03,8.364098146557807922e-03
-1.440926548093557358e-02,1.827215403318405151e-02,9.155578911304473877e-02,-8.103036880493164062e-02,5.882153753191232681e-03,3.105831332504749298e-02,1.528453547507524490e-02,-3.628996387124061584e-02,1.754618599079549313e-03,-2.087009698152542114e-02,-3.927484154701232910e-02,-7.077623158693313599e-03,6.102096661925315857e-02,-1.609474234282970428e-02
1.740648448467254639e-01,-8.092303574085235596e-02,1.292693056166172028e-02,1.757640577852725983e-02,2.473483793437480927e-02,-7.630967348814010620e-02,-4.050923585891723633e-01,-1.488126665353775024e-01,3.049750253558158875e-02,1.571577042341232300e-02,-2.272791787981987000e-02,9.810388088226318359e-02,2.649291045963764191e-02,-2.648827619850635529e-03
-1.165479421615600586e-02,1.835115253925323486e-02,-4.011214524507522583e-02,-3.389601409435272217e-02,-9.666633792221546173e-03,-1.188081689178943634e-02,1.429768651723861694e-02,-8.373889140784740448e-03,-4.549049772322177887e-03,-6.494135595858097076e-03,-1.309715863317251205e-02,1.598916831426322460e-03,2.138647949323058128e-03,3.378474386408925056e-03
-7.099060341715812683e-03,2.940475940704345703e-02,-5.041965469717979431e-02,-7.680433336645364761e-03,9.090766310691833496e-03,-1.152567286044359207e-02,2.208841033279895782e-03,-5.137743428349494934e-03,2.061130246147513390e-03,-2.370054833590984344e-02,7.838997058570384979e-03,1.548394444398581982e-03,1.512267906218767166e-02,9.373648092150688171e-03
-1.212300360202789307e-02,4.783875867724418640e-02,-3.091904148459434509e-02,5.693646380677819252e-04,3.898172406479716301e-03,-4.407889675348997116e-03,3.141589229926466942e-03,-8.643505163490772247e-03,-5.313083529472351074e-04,-1.481901668012142181e-02,2.917259116657078266e-04,-3.073841100558638573e-03,7.079114206135272980e-03,5.824740976095199585e-03
-1.760909333825111389e-02,2.347285300493240356e-02,-4.646630957722663879e-02,-2.853436954319477081e-02,1.981426496058702469e-03,-4.960368853062391281e-03,6.885993760079145432e-03,5.303000798448920250e-04,5.142739042639732361e-03,-1.855963096022605896e-02,6.521352101117372513e-03,8.558196946978569031e-03,2.374961506575345993e-03,-1.065090298652648926e-03
-1.121339481323957443e-02,4.093255847692489624e-02,-2.079321816563606262e-02,-1.178832259029150009e-02,4.207274876534938812e-03,7.021147292107343674e-03,7.513571530580520630e-03,-6.592418067157268524e-03,-1.141450181603431702e-02,-1.610143668949604034e-02,4.204134165775030851e-05,4.055188037455081940e-03,4.691040609031915665e-03,1.085724309086799622e-02
-1.783413812518119812e-02,8.403709158301353455e-03,5.567596852779388428e-02,-8.723172545433044434e-02,-2.713834634050726891e-03,1.074134036898612976e-01,3.065110184252262115e-03,-4.033591598272323608e-02,-5.848676897585391998e-03,5.043675377964973450e-02,8.433710783720016479e-02,2.653659321367740631e-03,-5.157663673162460327e-02,4.712063446640968323e-02
-1.516800373792648315e-01,-1.739540100097656250e-01,1.987317204475402832e-02,3.302942961454391479e-02,-1.295889914035797119e-02,1.389989256858825684e-02,5.999407730996608734e-04,-1.227080821990966797e-02,5.972257349640130997e-03,1.071689184755086899e-03,2.177933976054191589e-02,-1.016189064830541611e-02,-1.194134005345404148e-03,-1.222721859812736511e-02
-6.902152672410011292e-03,8.882957510650157928e-03,1.186425704509019852e-02,5.878619384020566940e-03,-1.150028686970472336e-02,8.029736927710473537e-04,-2.292751567438244820e-03,-1.037181075662374496e-02,-1.225223299115896225e-02,-5.266090855002403259e-03,-1.928412821143865585e-03,-4.901498556137084961e-03,4.445961385499686003e-04,-1.458103884942829609e-03
-2.636583289131522179e-03,3.282232210040092468e-02,-4.751139506697654724e-02,-1.504289265722036362e-02,7.677061948925256729e-03,5.732971709221601486e-03,2.077581826597452164e-03,6.243965588510036469e-03,4.464722704142332077e-03,-2.485207654535770416e-02,9.195934981107711792e-03,-4.920193459838628769e-03,2.176223555579781532e-03,7.870784029364585876e-03
-1.911870576441287994e-02,2.514908462762832642e-02,-2.961227670311927795e-02,-3.521647304296493530e-02,-1.784353749826550484e-03,1.226076111197471619e-02,6.363841239362955093e-03,2.109319902956485748e-03,-7.922931574285030365e-03,-2.156505547463893890e-02,-5.568382330238819122e-03,2.064676082227379084e-04,-1.950638543348759413e-04,1.106576621532440186e-02
1.356031838804483414e-02,1.048477832227945328e-02,-2.666724286973476410e-02,6.927920039743185043e-03,-9.238069178536534309e-04,-1.587169431149959564e-02,-1.431738119572401047e-02,-3.184179076924920082e-03,7.283621467649936676e-03,-2.411401458084583282e-02,-3.451409575063735247e-04,-5.644069984555244446e-03,2.925162669271230698e-03,1.301916548982262611e-03
8.620885200798511505e-03,2.130787633359432220e-02,-2.576932497322559357e-02,-5.173455178737640381e-02,-3.438280895352363586e-03,-1.069195847958326340e-02,1.047031022608280182e-02,-2.042618114501237869e-03,-2.030577044934034348e-03,-1.900085993111133575e-02,1.037816423922777176e-02,-4.130580928176641464e-03,1.845405809581279755e-02,1.246643345803022385e-02
-7.309360895305871964e-03,4.768743366003036499e-02,-3.832729160785675049e-02,5.871844012290239334e-03,2.454448840580880642e-04,-1.658429205417633057e-02,8.021645247936248779e-03,8.548726909793913364e-04,-5.646405275911092758e-03,-2.703071013092994690e-02,1.455635530874133110e-03,1.254083029925823212e-02,-1.304468489252030849e-03,2.055733930319547653e-03
5.545024294406175613e-03,-3.696838160976767540e-03,-6.285515427589416504e-02,-5.620655044913291931e-02,-9.184177033603191376e-03,-2.540925145149230957e-02,-8.751432411372661591e-03,1.587884034961462021e-03,5.356432870030403137e-03,-2.362275682389736176e-02,-1.407238654792308807e-03,1.594400266185402870e-03,-1.656277221627533436e-03,1.602018252015113831e-03
2.973304362967610359e-03,3.803752735257148743e-02,-4.212346300482749939e-02,-3.974745050072669983e-03,-1.705241575837135315e-02,-1.236929465085268021e-02,9.161490947008132935e-03,-5.105760879814624786e-03,-9.280163794755935669e-04,-2.712867408990859985e-02,-2.425082260742783546e-03,-6.281972164288163185e-04,-1.710718381218612194e-03,2.229817677289247513e-03
2.654886571690440178e-03,3.780889883637428284e-02,-2.454086393117904663e-02,-5.859702825546264648e-03,7.382229523500427604e-05,-2.852423302829265594e-02,1.672801934182643890e-02,1.886018924415111542e-02,-8.704914711415767670e-03,7.190553843975067139e-02,-1.223584823310375214e-02,-6.084562279284000397e-03,-8.108333684504032135e-03,-1.529640285298228264e-03
-1.379610132426023483e-02,3.067121095955371857e-02,-4.960289224982261658e-02,-6.223814561963081360e-03,3.831469453871250153e-03,-7.682978175580501556e-03,9.579015895724296570e-03,-5.738176871091127396e-03,-2.549913711845874786e-03,3.169943764805793762e-02,-2.295883931219577789e-02,7.878034375607967377e-05,-3.926735837012529373e-03,-5.019874661229550838e-04
-4.391919821500778198e-03,3.778460621833801270e-02,-2.802664600312709808e-02,-3.175376914441585541e-03,9.241200750693678856e-04,-1.149243768304586411e-02,1.224718987941741943e-03,-3.722626715898513794e-03,-7.361945230513811111e-03,-1.879948191344738007e-02,-3.768680617213249207e-03,-8.299406617879867554e-03,6.256925873458385468e-03,5.135175888426601887e-04
-9.221575222909450531e-03,4.880294203758239746e-02,-3.529094532132148743e-02,-7.654711371287703514e-04,-5.596103146672248840e-03,-8.414870128035545349e-03,3.487783716991543770e-03,-1.567572820931673050e-03,3.274753689765930176e-03,-2.025169692933559418e-02,4.533668514341115952e-03,1.352422684431076050e-02,-9.810176678001880646e-03,7.408745586872100830e-03
-1.741455197334289551e-01,-2.255470603704452515e-01,2.684064209461212158e-02,5.593874305486679077e-02,8.341613225638866425e-03,-1.748429262079298496e-03,1.554278563708066940e-02,-1.153490599244832993e-02,-9.374253451824188232e-03,-3.860965371131896973e-04,-8.962177671492099762e-03,1.890542544424533844e-02,-3.751208307221531868e-03,1.516913902014493942e-02
1.151273492723703384e-03,6.696714460849761963e-02,1.178802829235792160e-02,3.493670001626014709e-02,4.708659369498491287e-03,-2.293301187455654144e-02,1.431567780673503876e-02,5.377842113375663757e-03,2.784135285764932632e-03,1.555182188749313354e-01,-5.233913660049438477e-02,-2.288030693307518959e-03,1.876135356724262238e-02,-8.774351328611373901e-03
-1.940790377557277679e-02,1.812611892819404602e-02,-2.834756486117839813e-02,-3.674846515059471130e-02,-1.778652542270720005e-03,6.475640111602842808e-04,1.621155627071857452e-02,1.238588592968881130e-03,5.472073797136545181e-03,-2.351719886064529419e-02,5.396703723818063736e-03,2.875039899663534015e-05,-9.095949120819568634e-03,-9.551535360515117645e-03
-9.847257751971483231e-04,1.463636639527976513e-03,-2.316837012767791748e-02,-2.231568656861782074e-02,8.035796694457530975e-03,-7.717787288129329681e-03,-1.278992625884711742e-03,8.412742055952548981e-03,1.291232742369174957e-02,1.958563365042209625e-02,3.104500658810138702e-02,-6.397235672920942307e-03,-5.536185577511787415e-02,1.220904011279344559e-02
-3.166188718751072884e-03,3.741200268268585205e-02,-2.808936312794685364e-02,5.330007406882941723e-04,-6.514200940728187561e-03,-2.701777964830398560e-03,1.181484013795852661e-02,-8.703425526618957520e-03,7.141078356653451920e-03,-1.847361586987972260e-02,8.390920120291411877e-04,2.308179391548037529e-03,8.664424531161785126e-03,1.013419497758150101e-02
-1.588531956076622009e-02,6.403747946023941040e-03,-5.816506221890449524e-02,-4.911695420742034912e-02,-1.212312467396259308e-02,-4.469861742109060287e-03,1.153433602303266525e-02,2.956207841634750366e-03,6.377752870321273804e-03,-3.621376305818557739e-02,1.451157126575708389e-02,-7.664598990231752396e-03,1.697220094501972198e-02,7.086148019880056381e-03
